,level_0,user_id,lang,date,is_weekend,year,text,lat,lng,governorate,area,links,index,place_id,types
4828,4828,4103911400.0,en,2018-11-24 17:52:00,True,2018,I'm at Hadiya Area ,29.150547,48.087467,Ahmadi,Hadiya,['https://t.co/22G8zHwCxE'],3.0,GhIJy4KJP4omPUARVz1gHjILSEA,"['premise', 'establishment', 'furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'route', 'plus_code', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4829,4829,2498139100.0,en,2019-10-21 12:08:00,False,2019,I'm at college of basic education library ,29.277239,47.920185,Farwaniya,Ardhiya - 6,['https://t.co/gfU2y2gVZ7'],2.0,GhIJ_SyWIvlGPUARh6JAn8j1R0A,"['establishment', 'point_of_interest', 'university', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4830,4830,3271545900.0,ar,2018-01-10 02:06:00,False,2018,I'm at طريق الملك فهد ,28.985714,48.104145,Ahmadi,Abdullah Port,['https://t.co/Uwj0VJITdl'],,,
4832,4832,3024153000.0,en,2018-02-12 12:14:00,False,2018,"I'm at College of law (KU) in Kuwait City, Al Asimah ",29.342943,47.914524,Capital,Shuwaikh Education,['https://t.co/Jsheeks3IV'],,,
4833,4833,3024153000.0,en,2019-12-14 17:10:00,True,2019,"I'm at DOH! in Kuwait City, Al Kuwayt ",29.373695,47.970047,Capital,Qibla,['https://t.co/E7EYCqXs8D'],2.0,GhIJwK27eapfPUARnUoGgCr8R0A,"['establishment', 'point_of_interest', 'route', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4834,4834,3024153000.0,en,2019-09-11 10:57:00,False,2019,"I'm at Al-Hamra Tower in Sharq, Kuwait ",29.3794,47.993084,Capital,Sharq,['https://t.co/0tyzRtjo5O'],2.0,GhIJNhrAWyBhPUARJhdjYB3_R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4835,4835,422107620.0,un,2018-09-26 13:00:00,False,2018,"I'm at جامعة الكويت كلية الحقوق in Kuwait City, Al Asimah w/ @sot73x ",29.342484,47.912327,Capital,Shuwaikh Education,['https://t.co/OCQ4tbProw'],2.0,GhIJPWcLCK1XPUAR_yCSIcf0R0A,"['establishment', 'point_of_interest', 'school', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'country', 'political']"
4836,4836,422107620.0,en,2019-06-30 18:47:00,False,2019,"I'm at VOL.1 in Kuwait, Al Kuwayt ",29.341793,47.94266,Capital,Shuwaikh Industrial - 1,['https://t.co/9F4VrSAyV7'],2.0,GhIJcQD9vn9XPUARqZ83Fan4R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4837,4837,915137700.0,en,2019-11-12 08:18:00,False,2019,I'm at Caribou Coffee (Kac Flight Services) in Al Farwaniyah Governorate ,29.241016,47.975925,Farwaniya,Airport,['https://t.co/2vpyqfH4Ry'],2.0,GhIJD9B9ObM9PUARpSxDHOv8R0A,"['airport', 'establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
4838,4838,915137700.0,en,2019-09-23 16:59:00,False,2019,Chest dayyyyy 😍 (@ Platinum Health Club in Subah Al Salem w/ @pe_teacher187) ,29.264286,48.085346,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/AWZphRk2u0'],1.0,GhIJaMpOP6hDPUARFmwjnuwKSEA,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4839,4839,915137700.0,un,2020-01-28 14:08:00,False,2020,اكتاف مثلثات بطات 😀😀 (@ Platinum Health Club in Subah Al Salem w/ @abdullahadel100 @ydashti93 @3leewi22) ,29.264286,48.085346,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/W0Oma0fm45'],1.0,GhIJaMpOP6hDPUARFmwjnuwKSEA,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4840,4840,2754127900.0,en,2019-03-31 11:30:00,False,2019,"I'm at CAF Cafe - Yarmouk in Al Kuwayt, Al Farwaniyah ",29.19846,48.0491,Mubarak Al-Kabeer,South Wosta,"['https://t.co/3iJy43qPTg', 'https://t.co/AFLR0kYm2X']",,,
4841,4841,2508392400.0,tl,2019-08-26 17:10:00,False,2019,I'm at TRAPANI in Al Farwaniyah Governorate ,29.304482,47.941376,Farwaniya,Al-Rai,['https://t.co/83scFy9Iq0'],1.0,GhIJfzhIiPJNPUARoZ4-An_4R0A,"['establishment', 'health', 'hospital', 'point_of_interest', 'plus_code', 'street_address', 'route', 'street_address', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
4842,4842,8.45e+17,tl,2019-04-23 07:58:00,False,2019,"I'm at Al-Khaldiyah in Al-Khāldiyah, Al Kuwayt ",29.30397,47.93861,Farwaniya,Al-Rai,['https://t.co/Jnk0shRqbs'],3.0,GhIJEvdY-tBNPUARatlaXyT4R0A,"['establishment', 'food', 'point_of_interest', 'restaurant', 'premise', 'street_address', 'plus_code', 'route', 'street_address', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
4844,4844,8.45e+17,ca,2018-03-10 12:38:00,True,2018,"I'm at Zahra in Al-Zahrā', Al Asimah ",29.278255,47.995014,Hawalli,Zahra,['https://t.co/dlVhP2eFhP'],3.0,GhIJ0PI8uDtHPUAR9Idmnlz_R0A,"['premise', 'establishment', 'lodging', 'point_of_interest', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4846,4846,8.45e+17,ar,2020-05-07 10:32:00,False,2020,I'm at بنك الخليج ,29.357862,47.66858,Jahra,West Jahra,['https://t.co/5GNmRT0Crb'],2.0,GhIJLXsS2JxbPUARPWGJB5TVR0A,"['atm', 'bank', 'establishment', 'finance', 'point_of_interest', 'premise', 'plus_code', 'route', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4847,4847,8.45e+17,un,2019-10-02 18:04:00,False,2019,"I'm at جامعه الفلس #AOU in Al Kuwayt, Al Farwaniyah ",29.283548,47.913216,Farwaniya,Ardhiya - 6,['https://t.co/vYCh1jQvpf'],2.0,GhIJodgKmpZIPUARixcLQ-T0R0A,"['premise', 'establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4848,4848,8.45e+17,en,2018-06-24 13:02:00,False,2018,"I'm at Cuts Restaurant in Kuwait City, Al Asimah ",29.37879,47.992596,Capital,Sharq,['https://t.co/QmlxuDLgyT'],2.0,GhIJRQ2mYfhgPUAR-RG_Yg3_R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4849,4849,8.45e+17,lv,2020-02-19 19:32:00,False,2020,"I'm at Pick yo - sea view in Abū Ḩulayfah, Al Aḩmadī ",29.137138,48.131203,Ahmadi,Mahboula,['https://t.co/mU4GZxY3ej'],2.0,GhIJ8gnZeRsjPUARjBGJQssQSEA,"['establishment', 'lodging', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
4850,4850,4211302000.0,ar,2018-04-22 09:37:00,False,2018,I'm at بنك بيري - الجابرية ,29.323795,48.01696,Hawalli,Jabriya,['https://t.co/I73GewfClH'],,,
4851,4851,4211302000.0,un,2018-09-22 10:55:00,True,2018,"احله شيء فاضي (@ سوق المباركية in Kuwait City, Al Asimah w/ @queen_jumjum) ",29.374683,47.97482,Capital,Qibla,['https://t.co/wv7YKkf0QV'],5.0,GhIJ_l2fOetfPUARTb7Z5sb8R0A,"['establishment', 'point_of_interest', 'store', 'street_address', 'premise', 'street_address', 'route', 'plus_code', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4852,4852,712660860.0,in,2019-09-07 01:50:00,True,2019,♥️ (@ Sabah Alsalem Block 4) ,29.260994,48.07308,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/LIJdRvFRW6'],2.0,GhIJxHO2gNBCPUAR7_54r1oJSEA,"['establishment', 'point_of_interest', 'shopping_mall', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4853,4853,410260200.0,ca,2018-11-18 10:26:00,False,2018,"سلم لي عالدوام\U0001f60c\U0001f6b6\U0001f3fb‍♀️ (@ Grand Avenue in Kuwait, Al ‘Āşimah) ",29.303028,47.9386,Farwaniya,Al-Rai,['https://t.co/vtwez0ktgk'],2.0,GhIJtMU1PpNNPUARRwN4CyT4R0A,"['cafe', 'establishment', 'food', 'point_of_interest', 'premise', 'plus_code', 'street_address', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
4856,4856,1289107600.0,in,2018-06-30 10:49:00,True,2018,"I'm at Shuwaikh in Al-Asimah, Al Asimah ",29.326859,47.943756,Capital,Shuwaikh Industrial - 2,['https://t.co/k7XbCCutYE'],4.0,GhIJPGcLCK1TPUARr7Mh_8z4R0A,"['establishment', 'point_of_interest', 'shopping_mall', 'street_address', 'premise', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4857,4857,1289107600.0,ar,2018-10-01 22:44:00,False,2018,I'm at ملاعب MSF صباح السالم ,29.262016,48.085815,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/J8lr0QMji6'],2.0,GhIJWwcHexNDPUARzEBl_PsKSEA,"['establishment', 'food', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4859,4859,3437551000.0,en,2018-11-29 17:47:00,False,2018,"I'm at Toby’s Estate in Kuwait City, Al Kuwayt w/ @m63x ",29.341185,47.941998,Capital,Shuwaikh Industrial - 1,['https://t.co/CYpCsNt0cG'],4.0,GhIJweJw5ldXPUAR3nL1Y5P4R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'street_address', 'premise', 'route', 'plus_code', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4861,4861,3437551000.0,en,2018-03-14 19:39:00,False,2018,"I'm at Rumaithiya Co-op in Kuwait City, Hawally Governorate ",29.3167,48.078583,Hawalli,Rumaithiya,['https://t.co/ryyW5JP81K'],,,
4863,4863,227887120.0,ar,2019-08-05 08:52:00,False,2019,🐀🐁🐞🐝 لمكافحه جميع انواع الحشرات والقوارض 🐊🐍🐈🐁🐀اباده تامه لمكافحة الحشرات🐞🐜 والقوارض في جميع مناطق الكويت أرخص الأ… ,29.304811,47.94177,Farwaniya,Al-Rai,['https://t.co/iOfYJZnlRf'],1.0,GhIJCHb8FwhOPUARTS1b64v4R0A,"['electronics_store', 'establishment', 'point_of_interest', 'store', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
4864,4864,227887120.0,ar,2019-05-02 00:38:00,False,2019,عاجل 🔴       ورثه عمر ابن العاص يطالبون بارثهم في الطايف.... !!الله يستر @ Kuwait ,29.328562,47.98141,Capital,Adeilia,['https://t.co/d3BepuCpIZ'],,,
4867,4867,408612300.0,ca,2018-09-22 07:27:00,True,2018,"I'm at Kuwait International Airport in Al Farwānīyah, Al Farwaniyah w/ @aalobaidan22 @m294x ",29.240616,47.97087,Farwaniya,Airport,['https://t.co/TX2gnTFgZX'],1.0,GhIJ8-SaApk9PUARcVXZd0X8R0A,"['airport', 'establishment', 'point_of_interest', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
4868,4868,1.3e+18,un,2021-01-29 03:20:00,True,2021,I'm at مزارع العبدلي Kuwait ,29.986637,47.689724,Jahra,Al-Rawdatain,['https://t.co/BUsc3lHMni'],,,
4869,4869,1.3e+18,un,2021-05-25 23:24:00,False,2021,Discount offer coupon codes اكواد 💕TQHK امريكان ايجلAmerican eagleG2589 اتش &amp; امH&amp;M كود خصمروزماري عُطِوٍرْ RE7… ,29.31166,47.481766,Jahra,Rexah,['https://t.co/9WbwzWuZGQ'],7.0,ChIJoVHqvj82xT8R0u3Yks1rcnQ,"['establishment', 'point_of_interest', 'transit_station', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
4870,4870,1.3e+18,ar,2021-04-20 17:57:00,False,2021,Discount offer promo voucher coupon code sale كوبون كود خصمTQHK امريكان ايجلG2589 اتش اند امTHAC8341 تومي هيلفي… ,29.31166,47.481766,Jahra,Rexah,['https://t.co/kBSXrM5WN6'],7.0,ChIJoVHqvj82xT8R0u3Yks1rcnQ,"['establishment', 'point_of_interest', 'transit_station', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
4871,4871,1.3e+18,en,2020-09-28 19:51:00,False,2020,"I'm at @AlShaheedPark in Kuwait City, Al Kuwayt ",29.370077,47.994053,Capital,Hadeyk Al-Soor,['https://t.co/11lWgw7Oxw'],2.0,GhIJdQDEXb1ePUARz77yID3_R0A,"['premise', 'establishment', 'point_of_interest', 'plus_code', 'street_address', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4873,4873,8.08e+17,en,2018-04-24 13:25:00,False,2018,"I'm at Arabica % in Kuwait City, Al Asimah ",29.376982,47.990635,Capital,Sharq,['https://t.co/kU7LcS677R'],3.0,GhIJQC5x5IFgPUAR8KKvIM3-R0A,"['cafe', 'establishment', 'food', 'point_of_interest', 'store', 'street_address', 'premise', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4874,4874,8.08e+17,tl,2020-02-15 08:55:00,True,2020,"I'm at Kaifan in Kayfān, Al Asimah ",29.339075,47.9617,Capital,Keefan,['https://t.co/hB5M50w4Fy'],3.0,GhIJJuSDns1WPUARF0hQ_Bj7R0A,"['establishment', 'point_of_interest', 'premise', 'route', 'plus_code', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
4875,4875,8.08e+17,en,2018-02-02 20:25:00,True,2018,I'm at chicken club ,29.293232,47.908634,Farwaniya,Ardhiya - 6,['https://t.co/5RNcHTWeuW'],2.0,GhIJAiSaQBFLPUARTwRxHk70R0A,"['establishment', 'food', 'point_of_interest', 'restaurant', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4877,4877,8.08e+17,en,2019-10-11 19:12:00,True,2019,I'm at Rumaithiya in Kuwait City ,29.318539,48.06333,Hawalli,Rumaithiya,['https://t.co/inpQYbEuwE'],4.0,GhIJJICbxYtRPUARh22LMhsISEA,"['street_address', 'premise', 'establishment', 'point_of_interest', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4878,4878,8.08e+17,en,2018-08-23 20:45:00,False,2018,"I'm at 360\xb0 @Mall360 in Kuwait City, Al Asimah ",29.267776,47.99278,Hawalli,Zahra,['https://t.co/IPP8NRsOWJ'],,,
4879,4879,1199183200.0,en,2019-12-31 22:20:00,False,2019,I'm at Jalboot Village in Al Ahmadi w/ @shkhaleefah @as27q8i @djmbxx ,28.680159,48.37184,Ahmadi,Sabah Al-Ahmad Al-Bahrya,['https://t.co/zM4Kj4AWnr'],1.0,GhIJgBR15h6uPEARHaz_c5gvSEA,"['cafe', 'establishment', 'food', 'point_of_interest', 'plus_code', 'route', 'locality', 'political', 'neighborhood', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4880,4880,268339250.0,en,2018-04-25 12:54:00,False,2018,I'm at College of Science (KUNIV) in Al Asimah ,29.324512,47.97135,Capital,Khalidiya,['https://t.co/EmtXc3EtlM'],2.0,GhIJ2CjrNxNTPUARHHxhMlX8R0A,"['premise', 'establishment', 'point_of_interest', 'plus_code', 'street_address', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
4883,4883,2592052700.0,en,2018-08-10 17:13:00,True,2018,I'm at Oriental Princess Beauty Saloon in Kuwait City ,29.387375,47.992218,Capital,Sharq,['https://t.co/h0h3VjvbAQ'],3.0,GhIJukkMAitjPUARU0Da_wD_R0A,"['establishment', 'gym', 'health', 'point_of_interest', 'premise', 'route', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
4884,4884,2592052700.0,ca,2018-06-25 15:32:00,False,2018,"I'm at مصافط شرق in Kuwait City, Al Asimah ",29.39018,47.9819,Capital,Al Wagha Al Bahrya,['https://t.co/488VmF4lXu'],2.0,GhIJo40j1uJjPUARoPgx5q79R0A,"['establishment', 'health', 'point_of_interest', 'store', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'country', 'political']"
4885,4885,174065870.0,en,2018-06-03 23:19:00,False,2018,"I'm at Gate 5 in Kuwait City, Al Asimah ",29.237404,47.972652,Farwaniya,Airport,['https://t.co/Paddjv10Rw'],0.0,GhIJiPAvgsY8PUARyjFZ3H_8R0A,"['plus_code', 'airport', 'establishment', 'point_of_interest', 'administrative_area_level_1', 'political', 'country', 'political']"
4886,4886,568231900.0,en,2018-11-04 12:45:00,False,2018,I'm at Alfa Station ,29.243797,48.08632,Mubarak Al-Kabeer,Messila,['https://t.co/i0boKPxkVN'],,,
4887,4887,568231900.0,ca,2019-10-09 21:23:00,False,2019,"I'm at Grand Avenue in Kuwait, Al ‘Āşimah ",29.303144,47.93926,Farwaniya,Al-Rai,['https://t.co/PoK2mSzzdD'],1.0,GhIJh_pd2JpNPUARcTjzqzn4R0A,"['establishment', 'point_of_interest', 'store', 'plus_code', 'street_address', 'street_address', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
4888,4888,568231900.0,en,2019-01-25 18:32:00,True,2019,I'm at Alfa Station ,29.243797,48.08632,Mubarak Al-Kabeer,Messila,['https://t.co/FHcAPak233'],,,
4889,4889,568231900.0,in,2020-02-12 21:34:00,False,2020,"I'm at @Starbucks in Messila, AL MESILAH ",29.243797,48.08635,Mubarak Al-Kabeer,Messila,['https://t.co/Mm62gfRNW6'],,,
4890,4890,284121280.0,ar,2018-05-14 00:27:00,False,2018,3 ايام بالضبط و الواتس اب كله راح يقلب قناة المجد ✋انا عن نفسي راح أبيع مسابيح,29.266212,48.031204,Hawalli,Shohdaa,[],3.0,GhIJgs05eCZEPUARj8Affv4DSEA,"['establishment', 'lodging', 'point_of_interest', 'premise', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
